name,r_p,gain,cover_call,quarter,down,dist,line,line_type,play_note,action,opponent
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 006",P,14,DOME,1,1,10,DEUCE,2X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 007",R,1,DOME,1,1,10,TWINS,2X2 NUB,ZONE,BLUFF,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 008",P,0,DOME,1,2,9,TWINS,2X2 NUB,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 009",P,-3,ANTHEM,1,3,9,DEUCE,3X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 011",R,0,DOME,1,1,10,TWINS,2X2 NUB,COUNTER,FLOP H,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 012",P,0,REBEL,1,2,10,TRIPS,3X1,PAP,GAP READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 013",P,2,WEASEL,1,3,10,TWINS,2X2 NUB,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 014",R,11,ANTHEM,1,1,10,DEUCE,2X2,ZONE,BOW,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 015",R,6,DOME,1,1,10,TRIPS,3X1,OZ,READ FOLD,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 016",P,49,REBEL,1,2,4,TREO,3X1 NUB,DB,TOKEN,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 017",P,2,BLADE,1,1,10,TREO,3X1 NUB,DB,TOKEN,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 018",P,0,REBEL,1,2,8,DEUCE,2X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 019",P,0,DOME,1,1,10,TWINS,2X2 NUB,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 020",P,6,SKY,1,2,10,TRIPS,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 021",P,0,SCRATCH,1,3,4,TREO,3X1 NUB,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 022",P,11,DOME,1,1,10,TREO,3X2,SOP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 023",R,8,ANTHEM,1,1,10,DEUCE,2X2,ZONE,BOW,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 024",R,-1,DOME,1,2,2,TREY,3X1,OZ,READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 025",P,0,MACHETE,1,3,3,DEUCE,2X2,QP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 026",P,0,DOME,2,1,10,TREO,3X1 NUB,DB,TOKEN,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 027",R,10,REBEL,2,2,10,DICE,2X2,COUNTER,Y,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 028",P,0,REBEL,2,1,10,TRIPS,3X1,NAKED,OZ GRIND,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 029",R,-5,SKY,2,2,10,TRIPS,3X1,ZONE,GRIND,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 030",P,13,SKY,2,3,15,TREY,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 031",R,1,DOME,2,4,2,TWINS,3X2,STRETCH,QB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 032",R,2,DOME,2,1,10,DOUBLES,2X2,ZONE,READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 033",P,0,DOME,2,2,8,DOS,2X2,DB,TOKEN,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 034",P,0,WEASEL,2,3,8,TREY,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 035",P,6,ANTHEM,2,1,10,TREO,3X2,QP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 036",P,23,DOME,2,2,4,DICE,2X2,GADGET,REVERSE THROWBACK,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 037",R,1,STRAP,2,1,3,SLEDGE,3X2 NUB,WEDGE,QB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 038",R,2,STRAP,2,2,2,SLEDGE,3X2 NUB,WEDGE,QB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 039",R,4,REBEL,2,1,10,DICE,2X2,ZONE,SPLIT,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 040",P,13,ANTHEM,2,2,6,TRIPS,3X1,PAP,GAP READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 041",R,0,DOME,2,1,10,TRIPS,3X1,OZ,READ FOLD,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 042",P,12,SKY,2,2,10,TREO,3X2,SOP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 043",P,0,DOME,2,1,10,TREO,3X1 NUB,DB,TOKEN,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 044",P,23,SKY,2,1,10,TREY,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 045",P,-2,DOME,2,1,10,DEUCE,2X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 046",P,0,BUC,2,2,12,DEUCE,2X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 047",R,2,DOME,2,1,10,TWINS,3X1 NUB,ZONE,BARK,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 049",R,0,SKY,3,1,10,TREO,3X1 NUB,ZONE,READ LB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 050",R,-1,REBEL,3,2,10,DEUCE,2X2,ZONE,BOW,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 051",P,0,BUC,3,3,11,TREY,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 052",P,0,SKY,3,1,10,TREO,3X2,QP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 053",P,5,REBEL,3,2,10,DEUCE,2X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 054",P,-4,BLADE,3,3,5,TREY,3X1,SOP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 056",R,6,DOME,3,1,10,TREO,3X1 NUB,TRAP,FLOP,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 057",P,0,DOME,3,1,20,TRIPS,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 058",P,0,SKY,3,2,20,TRIPS,3X1,PAP,GAP READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 059",P,4,12,3,3,20,TREY,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 060",R,10,DOME,3,1,10,TRIPS,3X1,OZ,READ FOLD,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 061",P,0,ANTHEM,3,1,10,TREO,3X1 NUB,SCREEN,QP BUBBLE S,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 062",P,0,SKY,3,2,10,TREO,3X1 NUB,DB,TOKEN,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 063",P,3,12,3,3,10,TREY,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 064",P,6,SKY,4,1,10,DOUBLES,2X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 065",R,48,DOME,4,2,4,TREY,3X1,OZ,READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 066",R,8,SKY,4,1,10,TREO,3X1 NUB,ZONE,READ LB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 067",R,-1,SKY,4,2,2,TREO,3X1 NUB,TRAP,FLOP,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 068",P,20,DOME,4,3,3,TWINS,3X1 NUB,DASH,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 069",R,-2,CHARGER,4,5,3,TREO,3X2,GAP,SHOP Y,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 070",P,0,ANTHEM,4,1,10,TWINS,2X2 NUB,SOP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 071",R,0,BLADE,4,2,10,TREO,3X1 NUB,ZONE,READ LB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 072",P,-7,REBEL,4,3,10,DEUCE,3X2,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 073",P,-7,12,4,4,17,TREY,3X1,DB,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 074",P,7,DOME,4,1,10,DOUBLES,2X2,SCREEN,FOLD,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 075",P,0,REBEL,4,2,3,DOUBLES,2X2,SCREEN,QP,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 076",R,2,REBEL,4,3,3,TREY,3X1,OZ,READ DT,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 077",R,0,REBEL,4,4,1,DEUCE,2X2,COUNTER,Y QB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 078",R,4,DOME,4,1,10,TREO,3X1 NUB,ZONE,READ LB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 079",P,3,DOME,4,2,6,DOUBLES,2X2,SCREEN,FOLD,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 080",P,0,DOME,4,3,3,TRIPS,3X1,DASH,NA,Columbia University
"18 09 HARVARD DEF vs PENN OFF, Play 001",P,0,DOME,1,1,10,TRIPS,3X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 002",R,-1,SOLDIER,1,1,10,TREY,3X1,ZONE,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 003",P,5,SKY,1,2,11,TREY,3X1,QP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 004",P,0,SOLDIER,1,3,6,TREO,3X1 NUB,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 005",R,2,DOME,1,1,10,TREO,3X1 NUB,GAP,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 006",R,11,SOLDIER,1,2,8,TREY,3X1,OZ,QB LEAD,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 007",R,1,DOME,1,1,10,TREY,3X1,ZONE,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 008",R,2,SKY,1,2,9,TREO,3X1 NUB,STRETCH,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 009",P,10,SKY,1,3,7,TREY,3X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 010",P,1,DOME,1,1,10,TREY,3X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 011",P,32,SKY,1,2,9,TREY,3X1,QP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 012",R,0,CHARGER,1,1,1,TWINS,3X1 NUB,WEDGE,QB,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 013",R,0,CHARGER,1,2,1,TWINS,3X1 NUB,ZONE,GRIND,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 014",R,0,CHARGER,2,3,1,TWINS,3X1 NUB,ZONE,GRIND,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 015",P,0,CHARGER,2,4,1,TREO,3X1 NUB,SOP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 016",P,0,DOME,2,1,10,DOUBLES,3X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 017",R,6,SOLDIER,2,2,10,DICE,2X2,OZ,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 018",P,3,SOLDIER,2,3,4,DOUBLES,2X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 019",R,0,SKY,2,1,10,TREY,3X1,ZONE,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 020",R,1,DOME,2,2,10,TRIPS,3X1,OPTION,SPEED,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 021",R,1,BUC,2,3,9,TREY,4X1,DRAW,READ LB,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 022",R,2,DOME,2,1,10,SPREAD,SPREAD,GAP,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 023",P,18,DOME,2,2,8,DOUBLES,2X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 024",P,3,SOLDIER,2,1,10,DOUBLES,2X2,SOP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 025",P,0,SOLDIER,2,2,7,TREY,3X1,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 026",P,-3,12,2,3,7,DOUBLES,2X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 027",P,0,SOLDIER,3,1,10,DOUBLES,2X2,NAKED,SPEED SPLIT,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 028",R,1,SKY,3,2,10,TRIPS,3X1,POWER,QB,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 029",P,0,SKY,3,3,9,TREY,4X1,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 030",R,0,DOME,3,1,10,DOUBLES,2X2,OZ,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 032",P,10,DOME,3,2,15,DOUBLES,2X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 034",P,0,12,3,3,10,DOUBLES,2X2,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 035",R,1,SKY,3,1,10,TRIPS,3X1,GAP,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 036",P,5,DOME,3,2,9,DEUCE,3X2,SOP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 037",R,4,SOLDIER,3,3,4,TREY,3X1,DRAW,READ LB,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 038",P,0,DOME,3,1,10,TREO,3X1 NUB,PAP,STRETCH READ LB,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 039",P,-15,SKY,3,1,10,TREO,3X1 NUB,SOP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 040",R,5,CROWN,3,1,10,OPEN,2X2,ZONE,LEAD GRIND,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 041",P,21,CROWN,3,2,5,OPEN,2X2,PAP,GAP READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 042",R,1,CROWN,3,1,10,OPEN,2X2,ZONE,LEAD GRIND,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 043",R,8,SOLDIER,3,2,9,TRIPS,3X1,OZ,GRIND,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 044",R,2,DOME,3,3,1,TRIPS,3X1,ZONE,GRIND,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 045",P,0,BLADE,4,1,10,TREY,3X1,QP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 046",R,-4,SKY,4,2,10,TREY,3X1,ZONE,READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 047",P,20,SKY,4,1,10,SPREAD,SPREAD,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 048",P,2,SOLDIER,4,1,10,TREY,3X1,QP,TOKEN,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 049",P,31,SKY,4,2,8,SPREAD,SPREAD,PAP,GAP READ,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 050",R,3,SKY,4,1,10,DOUBLES,2X2,ZONE,READ LB,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 051",P,23,SKY,4,2,7,SPREAD,SPREAD,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 052",P,-7,12,4,1,10,TREY,3X1,DB,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 053",R,4,WEASEL,4,2,17,TRIPS,3X1,ZONE,GRIND,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 054",R,5,12,4,3,13,TRIPS,3X1,ZONE,GRIND,University of Pennsylvania
"18 10 HARVARD DEF vs YALE OFF, Play 001",R,-1,FREEDOM,1,1,10,TRIPS,3X1,OZ,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 002",P,11,MONSTAH,1,2,11,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 003",P,0,DOME,1,1,10,TRIPS,3X1,DB,TOKEN,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 004",R,-6,SKY,1,2,10,DEUCE,2X2,OZ,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 005",P,0,12,1,3,16,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 006",P,11,DOME,1,1,10,SPREAD,SPREAD,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 007",R,13,SKY,1,1,10,SPREAD,SPREAD,BASH,COUNTER QB,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 008",P,9,MONSTAH,1,1,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 009",R,4,FREEDOM,1,2,1,TREY,3X1,ZONE,READ LB,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 010",P,0,SKY,1,1,10,TREY,3X1,DB,TOKEN,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 011",P,0,SMACK,1,2,10,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 012",P,11,SKY,1,3,10,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 013",P,10,SKY,1,1,10,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 014",P,0,FREEDOM,1,1,10,TRIPS,3X1,PAP,ZONE SPLIT,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 015",R,0,CHARGER,1,1,3,TRIPS,3X1,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 016",R,3,CHARGER,1,2,3,SLEDGE WING,2X2 NUB,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 017",P,-1,MONSTAH,1,1,10,TRIPS,3X1,PAP,ZONE GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 018",P,0,SKY,2,2,11,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 019",P,0,WEASEL,2,3,11,TREO,3X1 NUB,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 020",R,2,DOME,2,1,10,DICE,2X2,POWER,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 021",P,8,DOME,2,2,8,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 022",R,-1,FREEDOM,2,1,10,SPREAD,SPREAD,ZONE,BLUFF,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 023",P,15,MONSTAH,2,2,11,SPREAD,SPREAD,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 024",P,0,SKY,2,1,10,SPREAD,SPREAD,DB,TOKEN,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 025",P,5,SMACK,2,2,10,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 026",P,0,BLADE,2,3,5,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 027",R,-4,SKY,2,1,10,DOUBLES,2X2,OZ,READ FOLD,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 028",P,0,SKY,2,2,14,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 029",P,13,12,2,3,14,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 030",R,6,DOME,2,1,10,SPREAD,SPREAD,ZONE,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 031",R,33,FREEDOM,2,2,4,SPREAD,SPREAD,OZ,READ LEAD,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 033",R,4,FREEDOM,2,1,10,DICE,2X2,COUNTER,Y,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 034",P,16,SKY,2,2,6,TRIPS,3X1,PAP,ZONE SPLIT,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 035",R,-6,MONSTAH,2,1,10,DOUBLES,2X2,ZONE,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 036",P,22,MONSTAH,2,2,16,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 037",P,0,SKY,2,1,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 038",P,0,WEASEL,2,2,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 039",P,0,12,2,3,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 040",R,4,SKY,2,1,10,TRIPS,3X1,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 041",P,25,DOME,3,1,10,SPREAD,SPREAD,SCREEN,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 042",R,0,FREEDOM,3,1,10,TRIPS,3X1,COUNTER,Y,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 043",P,48,MONSTAH,3,2,10,DEUCE,2X2,DB,TOKEN,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 044",R,-6,CHARGER,3,1,2,SLEDGE WING,2X2 NUB,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 045",P,0,FREEDOM,3,2,8,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 046",P,0,7,3,3,8,DEUCE,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 047",R,3,CHARGER,3,1,4,TRIPS,3X1,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 048",R,1,CHARGER,3,2,1,CLOSED,2X2 NUB,WEDGE,QB,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 049",R,4,SKY,3,1,10,DOUBLES,2X2,ZONE,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 050",R,15,SMACK,3,2,6,DEUCE,2X2,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 051",P,48,DOME,3,1,10,DICE,2X2,PAP,ZONE GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 052",P,-8,CHARGER,3,1,6,TRIPS,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 053",P,0,WEASEL,3,2,14,TRIPS,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 054",P,0,WEASEL,3,3,14,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 055",R,3,SKY,3,1,10,SPREAD,SPREAD,ZONE,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 056",P,13,SKY,3,2,7,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 057",P,0,DOME,3,1,10,TRIPS,3X1,PAP,ZONE SPLIT,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 058",P,4,BLADE,3,2,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 059",P,12,SHADE,3,3,6,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 060",P,0,DOME,3,1,10,DOUBLES,2X2,DB,TOKEN,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 061",R,7,FREEDOM,3,2,10,TREO,3X1 NUB,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 062",R,6,DOME,3,3,3,TREY,3X1,ZONE,READ LB,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 063",R,4,FREEDOM,3,1,10,TRIPS,3X1,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 064",P,10,BLADE,3,2,6,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 065",R,-6,DOME,3,1,10,TRIPS,3X1,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 066",P,0,SKY,4,2,16,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 067",P,14,SHADE,4,3,16,TREY,3X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 068",R,4,MONSTAH,4,1,10,DICE,2X2,ZONE,GRIND,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 069",R,0,MONSTAH,4,2,6,DEUCE,2X2,OZ,READ,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 070",P,0,BUC,4,3,6,TREY,3X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 071",P,0,12,4,1,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 072",P,0,KNIFE,4,2,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 073",P,0,SKUNK,4,3,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 074",P,0,12,4,1,10,DOUBLES,2X2,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 075",P,2,SKUNK,4,2,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 076",P,10,SHADE,4,3,8,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 077",P,17,SKUNK,4,1,10,TREY,3X1,DB,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 078",P,0,MACHETE,4,1,10,DOUBLES,2X2,DB,NA,Yale University
"HARVARD vs BROWN DEF, Play 001",R,15,FRIAR,1,1,10,TRIPS,3X1,ZONE,READ LB,Brown University
"HARVARD vs BROWN DEF, Play 002",R,12,HILL,1,1,10,DEUCE,3X2,GAP,SHOP Y,Brown University
