name,r_p,gain,cover_call,quarter,down,dist,line,line_type,play_note,action,opponent
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 003",R,3,MUSKET,1,1,10,TREY,3X1,OZ,READ A BS,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 004",P,6,DOME,1,2,7,TREY,3X1,SCREEN,MIDDLE T,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 005",R,-1,HILL,1,3,1,TRIPS,3X1,OZ,GRAB READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 006",R,9,DOME,1,1,10,DOUBLES,2X2,WRAP,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 007",R,9,MUSKET,1,2,1,TREY,3X1,OZ,READ A BS,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 008",R,-2,DOME,1,1,10,TREY,3X1,WRAP,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 009",P,-1,DOME,1,2,12,TREY,3X1,QP,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 010",P,0,SALUTE,1,3,13,TREY,3X1,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 011",R,14,HILL,1,1,10,TRIPS,3X1,STRETCH,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 012",R,3,HILL,1,1,10,TRIPS,3X1,POWER,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 013",P,-1,HILL,1,2,7,DOUBLES,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 014",P,2,WEASEL,1,3,8,DOUBLES,2X2,SCREEN,DB,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 015",P,16,DOME,2,1,10,DOUBLES,2X2,PAP,ZONE READ LB,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 016",R,49,DOME,2,1,10,DOUBLES,2X2,WRAP,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 017",R,4,DOME,2,1,10,TREY,3X1,WRAP,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 018",R,-4,REBEL,2,2,6,TRIPS,3X1,STRETCH,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 019",P,19,SKY,2,3,10,DEUCE,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 020",P,0,MUSKET,2,1,10,DOUBLES,2X2,QP,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 021",P,0,DOME,2,2,10,DOUBLES,2X2,SCREEN,MIDDLE T,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 023",P,10,12,2,3,15,TREY,3X1,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 024",P,11,DOME,2,1,10,DOUBLES,2X2,SOP,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 025",R,-2,MUSKET,2,1,10,TREY,3X1,WRAP,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 026",R,9,HILL,2,1,10,TRIPS,3X1,POWER,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 027",R,4,HILL,2,2,1,TRIPS,3X1,WRAP,QB,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 028",P,2,HILL,2,1,10,TREO,3X1 NUB,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 029",R,4,REBEL,2,2,8,TREO,3X1 NUB,GAP,READ LB,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 030",P,-7,BLADE,2,3,4,DOUBLES,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 032",P,-3,REBEL,3,1,10,TRIPS,3X1,PAP,POWER,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 033",R,0,HILL,3,2,13,TRIPS,3X1,WRAP,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 034",P,23,SKY,3,3,13,TREY,3X1,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 035",P,0,MUSKET,3,1,10,DOUBLES,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 036",P,0,BLADE,3,2,10,TREY,3X1,SCREEN,MIDDLE T,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 037",P,5,SALUTE,3,3,10,TREY,3X1,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 038",P,61,MUSKET,3,1,10,TREY,3X1,GADGET,SWING T SCREEN,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 039",R,5,MUSKET,3,1,10,TREY,3X1,ZONE,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 040",R,7,CHARGER,3,2,5,TRIPS,3X1,POWER,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 041",R,2,CHARGER,3,1,2,TRIPS,3X1,ZONE,GRIND,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 042",R,4,HILL,3,1,10,DICE,2X2,POWER,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 043",P,-11,REBEL,3,2,6,DEUCE,2X2,PAP,ZONE READ LB,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 044",P,11,MUSKET,3,1,10,DOUBLES,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 045",R,4,MUSKET,3,1,10,DOUBLES,2X2,OZ,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 046",P,0,REBEL,4,2,6,TRIPS,3X1,GADGET,ZONE BOW FLEA FLICKER,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 047",P,11,SALUTE,4,3,6,DOUBLES,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 048",P,2,DOME,4,1,10,DOUBLES,2X2,SCREEN,DB,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 050",P,20,HILL,4,2,13,DICE,2X2,PAP,ZONE BOW,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 051",R,7,HILL,4,1,10,DEUCE,2X2,POWER,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 052",R,1,REBEL,4,2,3,DEUCE,2X2,OZ,GRIND,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 053",R,24,CHARGER,4,3,2,TRIPS,3X1,OZ,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 054",P,3,CHARGER,4,5,3,DEUCE,2X2,GADGET,SPEED REVERSE PASS,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 055",R,3,HILL,4,1,10,DICE,2X2,POWER,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 056",R,1,REBEL,4,2,7,TRIPS,3X1,OZ,READ,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 057",P,9,RACK,4,3,6,TRIPS,3X1,SOP,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 058",R,1,HILL,4,1,10,TREO,3X1 NUB,POWER,FLOP,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 059",P,4,HILL,4,2,9,DOUBLES,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 060",P,-6,SALUTE,4,3,5,DOUBLES,2X2,DB,NA,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 061",R,13,BLADE,4,1,10,TRIPS,3X1,OZ,GRIND,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 062",R,0,HILL,4,1,10,DEUCE,2X2,ZONE,GRIND,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 063",R,-6,HILL,4,2,10,TRIPS,3X1,OZ,GRIND,Holy Cross University
"18 05 HARVARD DEFvs HOLY CROSS OFF, Play 064",R,1,SKY,4,3,16,TRIPS,3X1,STRETCH,READ,Holy Cross University
"18 06 HARVARD DEF vs PRINCETON O, Play 001",R,-1,STRIPE,1,1,10,TREY,3X1,DRAW,READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 002",P,0,DOME,1,2,11,DOS,2X2,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 003",P,13,SALUTE,1,3,11,TREO,3X1 NUB,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 004",R,4,DOME,1,1,10,TWINS,2X2 NUB,POWER,FLOP FAN,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 005",P,10,STRIPE,1,2,6,DOS,2X2,PAP,STRETCH READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 006",P,8,DOME,1,1,10,TREO,3X1 NUB,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 007",R,0,DOME,1,2,2,DUAL,2X2,OZ,BARK,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 008",R,1,CHARGER,1,3,2,SLEDGE,2X2 NUB,ZONE,GRIND FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 009",P,33,CHARGER,1,4,1,TWINS HIP,2X2 NUB,NAKED,OZ SPLIFF,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 010",R,-1,DOME,1,1,10,PRO,3X1,STRETCH,READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 011",R,5,STRIPE,1,2,11,TREO,3X1 NUB,WRAP,FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 012",P,4,DOME,1,3,6,TWINS,3X2 NUB,SCREEN,QB ZONE,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 013",R,4,CHARGER,1,4,2,SLEDGE WING,2X2 NUB,WEDGE,J LEAD,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 014",P,6,DOME,1,1,10,DEUCE,3X2,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 016",R,3,DOME,1,2,10,TWINS,2X2 NUB,ZONE,BLUFF,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 017",P,9,12,1,3,22,TWINS,2X2 NUB,PAP,STRETCH READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 018",R,2,DOME,1,1,10,TWINS,3X1 NUB,STRETCH,FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 019",P,7,STRIPE,1,2,8,DUAL,2X2,DB,TOKEN,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 020",R,7,CHARGER,1,3,1,SLEDGE,2X2 NUB,POWER,FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 021",R,3,DOME,1,1,10,TWINS,3X1 NUB,COUNTER,H FAN,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 022",P,0,DOME,1,2,7,TWINS,3X2 NUB,DB,JAIL Z,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 023",P,0,DOME,1,3,7,TWINS,2X2 NUB,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 024",P,10,STRIPE,2,1,10,TWINS,3X1 NUB,SOP,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 025",R,3,DOME,2,1,10,PRO,3X1,OZ,BLUFF,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 026",P,49,STRIPE,2,2,7,TRIPS,3X1,PAP,ZONE READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 027",R,7,DOME,2,1,10,TREY,3X1,OZ,READ DT,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 028",R,3,DOME,2,2,3,TWINS,3X1 NUB,ZONE,GRIND FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 029",R,1,CHARGER,2,1,8,TWINS,2X2 NUB,POWER,FLOP FAN,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 030",P,0,CHARGER,2,2,7,GROUCHO,UNBALANCED,SOP,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 031",P,0,7,2,3,7,DEUCE,2X2,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 032",R,2,DOME,2,1,10,DUAL,2X2,OZ,BARK,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 033",R,0,DOME,2,2,8,TRIPS,3X1,STRETCH,READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 034",P,0,CLOUD,2,3,8,TREY,3X1,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 035",R,2,CLOUD,2,1,10,TREY,3X1,DRAW,READ LB FOLD,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 036",P,5,SKY,2,2,8,TREY,3X1,DB,TOKEN,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 037",P,11,STRIPE,2,3,3,DUAL,2X2,NAKED,OZ SPLIT TOSS,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 038",P,0,WEASEL,2,3,8,DEUCE,2X2,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 039",P,12,DOME,3,1,10,TWINS,2X2 NUB,PAP,COUNTER,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 040",R,3,DOME,3,1,10,TREO,3X1 NUB,WRAP,FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 041",P,0,STRIPE,3,2,7,TWINS,3X1 NUB,SOP,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 042",P,0,DOME,3,3,7,TREO,3X1 NUB,QP,TOKEN,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 043",R,4,STRIPE,3,1,10,TREO,3X1 NUB,STRETCH,QB MESH,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 044",R,1,DOME,3,2,6,DEUCE,2X2,ZONE,SPLIT,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 045",P,7,SALUTE,3,3,5,TRIPS,3X2,SCREEN,QB ZONE,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 047",P,0,DOME,3,1,15,TWINS,3X1 NUB,NAKED,OZ TOSS,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 048",P,-9,DOME,3,2,15,TREO,3X2,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 049",P,0,12,3,3,24,TRIPS,3X1,SOP,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 050",P,5,DOME,3,1,10,DOUBLES,2X2,SCREEN,QP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 051",R,2,STRIPE,3,2,5,DEUCE,2X2,WRAP,FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 052",P,28,SALUTE,3,3,3,TRIPS,3X2,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 053",R,0,DOME,3,1,10,TRIPS,3X1,STRETCH,READ,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 054",R,1,STRIPE,3,2,10,DUAL,2X2,OZ,READ DT,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 055",R,-7,WEASEL,3,3,9,TREY,3X1,DRAW,READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 056",R,26,STRIPE,4,1,10,DEUCE,2X2,OZ,READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 057",P,0,DOME,4,1,10,TWINS,3X1 NUB,SOP,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 058",P,0,STRIPE,4,2,10,TRIPS,3X1,NAKED,ZONE GRIND,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 059",R,6,COKE,4,3,10,DICE,2X2,ZONE,BLIND,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 060",P,0,STRIPE,4,4,4,DEUCE,2X2,PAP,COUNTER,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 061",P,20,DOME,4,1,10,DEUCE,2X2,DB,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 062",P,-8,STRIPE,4,1,10,PRO,3X1,GADGET,FLEA FLICKER,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 063",P,0,DOME,4,2,18,TWINS,2X2 NUB,PAP,COUNTER,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 064",P,0,DOME,4,3,18,TRIPS,3X1,SOP,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 065",R,2,DOME,4,1,10,DUAL,2X2,OZ,BARK,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 066",P,0,DOME,4,2,8,DOS,2X2,PAP,STRETCH READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 067",R,8,SKY,4,3,8,TREO,3X1 NUB,OZ,READ,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 068",R,2,DOME,4,1,10,TWINS,2X2 NUB,POWER,FLOP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 069",P,2,DOME,4,2,8,TWINS,2X2 NUB,PAP,STRETCH READ LB,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 070",R,5,STRIPE,4,3,6,TRIPS,3X2,DRAW,QP,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 071",R,4,CHARGER,4,4,1,SLEDGE WING,2X2 NUB,WEDGE,J LEAD,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 072",R,1,CHARGER,4,1,1,SLEDGE WING,2X2 NUB,STRETCH,LEAD,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 073",P,0,CHARGER,4,5,3,DEUCE,3X2,SOP,W GHOST,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 074",R,1,DOME,4,1,10,PRO,3X1,POWER,NA,Princeton University
"18 06 HARVARD DEF vs PRINCETON O, Play 075",R,49,DOME,4,2,9,TWINS,2X2 NUB,STRETCH,READ,Princeton University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 001",R,0,DOME,1,1,10,PRO,3X1,ZONE,BLIND,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 002",R,82,DOME,1,2,10,TRIPS,3X1,OZ,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 003",R,2,DOME,1,1,10,DICE,2X2,COUNTER,NA,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 004",R,17,DOME,1,2,8,TREO,3X1 NUB,STRETCH,QB LEAD,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 005",R,4,DOME,1,1,10,TRIPS,3X1,OZ,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 006",P,0,DOME,1,2,6,TRIPS,3X1,NAKED,OZ BARF,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 007",P,0,DOME,1,3,6,DOUBLES,2X2,QP,NA,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 008",R,3,DOME,2,1,10,TRIPS,3X1,ZONE,GRIND FLOP,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 009",R,-1,DOME,2,2,7,TRIPS,3X1,OZ,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 010",R,7,DOME,2,3,8,DOUBLES,2X2,TRAP,FLOP,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 012",P,5,DOME,2,1,10,DICE,2X2,PAP,GAP READ,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 013",R,7,DOME,2,2,5,TREY,3X1,OZ,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 014",R,10,DOME,2,2,15,DEUCE,2X2,POWER,FLOP,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 016",P,3,SCRATCH,2,3,5,TRIPS,3X1,SCREEN,QP,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 017",R,26,DOME,2,1,10,TREO,3X2,STRETCH,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 018",R,4,DOME,2,1,10,TRIPS,3X1,POWER,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 019",R,7,DOME,2,2,6,DEUCE,2X2,OZ,LEAD QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 020",R,-5,DOME,2,1,10,DOUBLES,2X2,COUNTER,READ,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 021",R,16,DOME,2,2,15,DEUCE,3X2,STRETCH,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 022",R,6,DOME,2,1,10,GROUCHO,UNBALANCED,COUNTER,QB TOSS,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 023",R,20,DOME,2,2,4,TREO,3X2,STRETCH,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 024",R,0,DOME,2,1,10,TREO,3X2,STRETCH,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 025",R,6,DOME,2,2,10,TREY,3X1,GAP,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 026",R,7,DOME,2,3,4,TREO,3X2,STRETCH,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 027",P,9,12,2,1,10,DOUBLES,2X2,DB,NA,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 029",R,7,DOME,3,1,10,PRO,BUNCH,COUNTER,READ,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 030",R,2,DOME,3,2,3,TRIPS,3X1,POWER,FLOP,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 031",R,3,DOME,3,3,1,GROUCHO,UNBALANCED,ZONE,QB GRIND TOSS,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 032",P,0,DOME,3,1,10,TRIPS,3X1,PAP,ZONE GRIND SPEED,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 033",R,-2,DOME,3,2,10,TREO,3X2,STRETCH,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 034",R,1,DOME,3,3,12,TREY,3X1,DRAW,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 035",P,0,DOME,3,1,10,PRO,3X1,PAP,OZ,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 036",R,6,DOME,3,2,10,DEUCE,2X2,POWER,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 037",P,14,SALUTE,3,3,4,DOUBLES,2X2,DB,NA,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 038",R,-1,DOME,3,1,10,TREO,3X2,STRETCH,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 039",R,30,PEAK,3,2,11,SLEDGE,2X2 NUB,ZONE,BARF,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 040",R,2,DOME,3,1,10,DEUCE,2X2,POWER,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 041",R,2,DOME,3,2,8,TREO,3X1 NUB,OZ,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 042",R,0,DOME,3,3,6,DICE,2X2,GAP,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 043",R,7,DOME,3,1,10,DEUCE,2X2,OZ,LEAD QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 044",R,4,DOME,4,2,3,TRIPS,3X1,ZONE,QB GRIND MESH,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 045",R,-3,DOME,4,1,10,TREY,3X1,OZ,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 047",R,36,DOME,4,2,13,DEUCE,2X2,OZ,LEAD QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 048",P,0,DOME,4,1,10,DEUCE,2X2,PAP,POWER,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 049",R,5,DOME,4,2,10,DEUCE,2X2,OZ,LEAD QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 050",R,4,SALUTE,4,3,5,TREO,3X1 NUB,STRETCH,READ,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 051",R,2,TILT,4,4,1,SLEDGE,3X1 NUB,WEDGE,LEAD QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 052",R,3,DOME,4,1,10,TREY,3X1,OZ,READ LB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 053",R,1,DOME,4,2,7,DOUBLES,2X2,TRAP,FLOP,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 054",P,0,DOME,4,3,6,TRIPS,3X1,GADGET,OZ QB LEAD,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 055",R,3,DOME,4,1,10,TREO,3X1 NUB,OZ,LEAD QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 056",R,0,PEAK,4,2,7,SLEDGE,3X1 NUB,ZONE,BARF,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 057",P,2,DOME,4,3,7,DOUBLES,2X2,DB,NA,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 058",R,5,DOME,4,1,10,DICE,2X2,COUNTER,QB,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 059",R,1,DOME,4,2,5,DICE,2X2,OZ,GRIND,Dartmouth University
"18 07 HARVARD DEF vs DARTMOUTH OFF, Play 060",R,9,DOME,4,3,4,DICE,2X2,OZ,LEAD QB,Dartmouth University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 001",R,2,DOME,1,1,10,TREO,3X2,POWER,QB,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 002",P,13,DOME,1,2,8,TWINS,3X1 NUB,DASH,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 003",R,-1,REBEL,1,1,10,TREY,3X1,OZ,READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 004",R,6,SKY,1,2,11,DOUBLES,2X2,WRAP,READ,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 005",R,2,REBEL,1,3,5,TREY,3X1,TRAP,FLOP,Columbia University
